,median_ages,left_amygdala_volume_average,left_amygdala_volume_variance,left_amygdala_volume_2_5,left_amygdala_volume_5,left_amygdala_volume_10,left_amygdala_volume_25,left_amygdala_volume_50,left_amygdala_volume_75,left_amygdala_volume_90,left_amygdala_volume_95,left_amygdala_volume_97_5
0,40.0,1869.0641464259156,200.92154473339247,1475.265155030313,1538.5776148385025,1611.572826221197,1733.5446239096789,1869.0641464259156,2004.5836689421524,2126.5554666306343,2199.5506780133287,2262.863137821518
1,40.25114155251141,1869.9019194354976,200.87945981058638,1476.185412972887,1539.484611386002,1612.464533229487,1734.4107827683313,1869.9019194354976,2005.3930561026639,2127.339305641508,2200.319227484993,2263.618425898108
2,40.50228310502283,1870.70832756393,200.8386088427368,1477.0718875270381,1540.3582133770662,1613.323293979721,1735.2447444558638,1870.70832756393,2006.171910671996,2128.0933611481387,2201.0584417507935,2264.344767600822
3,40.75342465753425,1871.4833347060055,200.79896951391441,1477.9245863259769,1541.1984214129252,1614.149100965706,1736.0464879189349,1871.4833347060055,2006.9201814930761,2128.817568446305,2201.768247999086,2265.042083086034
4,41.00456621004566,1872.2269063720594,200.760519586853,1478.7435184642793,1542.0052375809619,1614.9419481959806,1736.8159936666873,1872.2269063720594,2007.6378190774315,2129.5118645481384,2202.4485751631564,2265.710294279839
5,41.25570776255708,1872.93900969053,200.7232369084472,1479.5286944896725,1542.7786654482309,1615.7018311893298,1737.5532437696024,1872.93900969053,2008.3247756114574,2130.17618819173,2203.0993539328288,2266.3493248913874
6,41.50684931506849,1873.6196134104937,200.68709941518154,1480.2801263949284,1543.5187100550615,1616.428746970363,1738.2582218583716,1873.6196134104937,2008.9810049626158,2130.8104798506247,2203.720516765926,2266.9591004260587
7,41.757990867579906,1874.2686879042346,200.6520851384939,1480.9978276099218,1544.2253779088073,1617.1226940652093,1738.930913122849,1874.2686879042346,2009.6064626856203,2131.41468174326,2204.311997899662,2267.5395481985474
8,42.009132420091326,1874.8862051694946,200.61817221006936,1481.681812993504,1544.898676977387,1617.7836724969839,1739.5713043107303,1874.8862051694946,2010.201106028259,2131.9887378420053,2204.8737333616023,2268.0905973454846
9,42.26027397260274,1875.472138831459,200.58533886706164,1482.3320988252558,1545.5386166826825,1618.411683781082,1740.1793837260182,1875.472138831459,2010.7648939368999,2132.532593881836,2205.4056609802356,2268.612178837662
10,42.51141552511415,1876.0264641449662,200.55356345724326,1482.948702797601,1546.1452078942773,1619.0067309207877,1740.7551412277562,1876.0264641449662,2011.2977870621762,2133.0461973691445,2205.907720395655,2269.1042254923314
11,42.76255707762557,1876.5491579962816,200.52282444408928,1483.5316440076185,1546.7184629228677,1619.568818402534,1741.298568228375,1876.5491579962816,2011.7997477641882,2133.529497590029,2206.379853069695,2269.5666719849446
12,43.013698630136986,1877.0401989047411,200.49310041178447,1484.0809429488709,1547.2583955136715,1620.0979521911281,1741.8096576919588,1877.0401989047411,2012.2707401175235,2133.982445618354,2206.8220022958103,2269.9994548606114
13,43.2648401826484,1877.4995670244725,200.4643700701617,1484.5966215034464,1547.7650208400248,1620.5941397251447,1742.2884041326342,1877.4995670244725,2012.7107299163108,2134.4049943238006,2207.23411320892,2270.4025125454987
14,43.51598173515982,1877.9272441457827,200.43661225956248,1485.0787029338208,1548.2383554967753,1621.0573899120843,1742.7348036126814,1877.9272441457827,2013.119684678884,2134.797098379481,2207.61613279479,2270.7757853577446
15,43.76712328767123,1878.3232136962586,200.40980595563167,1485.5272118745595,1548.678417493497,1621.4877131233293,1743.1488537403993,1878.3232136962586,2013.4975736521178,2135.158714269188,2207.96800989902,2271.1192155179574
16,44.018264840182646,1878.6874607422612,200.3839302740326,1485.9421743245719,1549.0852262482276,1621.8851211895947,1743.53055366842,1878.6874607422612,2013.8443678161025,2135.4898002949276,2208.289695236295,2271.4327471599504
17,44.269406392694066,1879.0199719895738,200.35896447509222,1486.3236176386529,1549.4588025804771,1622.2496273956244,1743.8799040912234,1879.0199719895738,2014.1600398879243,2135.7903165835232,2208.5811413986703,2271.7163263404946
18,44.52054794520548,1879.3207357845627,200.33488796837142,1486.671570519688,1549.79916870487,1622.581246475494,1744.1969072432157,1879.3207357845627,2014.4445643259096,2136.0602250936313,2208.842302864255,2271.9699010494373
19,44.77168949771689,1879.5897421146842,200.31168031716132,1486.9860630103472,1550.1063482242575,1622.8799946073566,1744.4815668962046,1879.5897421146842,2014.6979173331638,2136.2994896220116,2209.073136005111,2272.1934212190213
20,45.02283105022831,1879.8269826091998,200.2893212429037,1487.2671264851353,1550.380366123161,1623.1458894084913,1744.733888357131,1879.8269826091998,2014.9200768612686,2136.5080758099084,2209.2735990952388,2272.386838733264
21,45.273972602739725,1880.032450539458,200.26779062954137,1487.5147936421488,1550.6212487608987,1623.378949930011,1744.9538784654176,1880.032450539458,2015.1110226134986,2136.685951148905,2209.4436523180175,2272.550107436767
22,45.52511415525114,1880.2061408193467,200.24706852779318,1487.7290984951478,1550.829023865006,1623.5791966518366,1745.1415455905378,1880.2061408193467,2015.2707360481556,2136.833084986857,2209.5832577736874,2272.6831831435456
23,45.77625570776256,1880.348050005275,200.22713515934603,1487.910076365323,1551.0037205243218,1623.7466514773046,1745.2968996291704,1880.348050005275,2015.3992003813794,2136.9494485332452,2209.6923794862278,2272.7860236452266
24,46.02739726027397,1880.4581762963853,200.20797092099204,1488.0577638733985,1551.1453691823965,1623.88133772808,1745.419952002621,1880.4581762963853,2015.4964005901497,2137.0350148646903,2209.770983410374,2272.858588719372
