,median_ages,left_amygdala_volume_average,left_amygdala_volume_variance,left_amygdala_volume_2_5,left_amygdala_volume_5,left_amygdala_volume_10,left_amygdala_volume_25,left_amygdala_volume_50,left_amygdala_volume_75,left_amygdala_volume_90,left_amygdala_volume_95,left_amygdala_volume_97_5
0,40.0,1540.6143361814543,185.29793390118476,1177.4370593254484,1235.8263575374763,1303.145478898211,1415.632779032594,1540.6143361814543,1665.5958933303145,1778.0831934646976,1845.4023148254323,1903.79161303746
1,40.25114155251141,1545.305901883629,184.91474352346276,1182.8796643671808,1241.14821532226,1308.3281228288572,1420.5828027169161,1545.305901883629,1670.029001050342,1782.283680938401,1849.463588444998,1907.7321394000774
2,40.50228310502283,1549.901742747112,184.55176160683834,1188.1869367142867,1246.3411083078204,1313.3891437358543,1425.4234711626686,1549.901742747112,1674.3800143315552,1786.4143417583696,1853.4623771864035,1911.616548779937
3,40.75342465753425,1554.4016928729025,184.20822663683296,1193.360203008718,1251.4061231750088,1318.3293516402746,1430.1551321045617,1554.4016928729025,1678.6482536412432,1790.4740341055303,1857.3972625707959,1915.4431827370868
4,41.00456621004566,1558.8056113201353,183.8833893959004,1198.4007907490159,1256.3443513361585,1323.1495657621717,1434.7781499412856,1558.8056113201353,1682.833072698985,1794.461656878099,1861.2668713041119,1919.2104318912545
5,41.25570776255708,1563.1133821513718,183.57651366286507,1203.310026964731,1261.1568878299015,1327.8506136695073,1439.2929053090384,1563.1133821513718,1686.9338589937051,1798.3761506332362,1865.0698764728418,1922.9167373380124
6,41.50684931506849,1567.3249144680399,183.28687685458965,1208.089236994216,1265.84483030116,1332.4333304912602,1443.6997946841677,1567.3249144680399,1690.950034251912,1802.2164984448195,1868.8049986349195,1926.5605919418635
7,41.757990867579906,1571.4401424353834,183.01377061006542,1212.7397433647802,1270.4092780653525,1336.8985581938337,1447.9992300141573,1571.4401424353834,1694.8810548566096,1805.9817266769332,1872.4710068054142,1930.1405415059867
8,42.009132420091326,1575.4590253028264,182.756501318108,1217.2628647787876,1274.8513312607747,1341.2471449251511,1452.1916383820658,1575.4590253028264,1698.726412223587,1809.6709056805016,1876.0667193448778,1933.655185826865
9,42.26027397260274,1579.3815474129929,182.51439058887556,1221.6599151985206,1279.1720900820433,1345.4799444194007,1456.277461697512,1579.3815474129929,1702.4856331284736,1813.283150406585,1879.5910047439424,1937.1031796274651
10,42.51141552511415,1583.2077181992154,182.286775670982,1225.9322030261585,1283.372654091511,1349.5978154599911,1460.2571564128455,1583.2077181992154,1706.1582799855853,1816.8176209384396,1883.0427823069194,1940.4832333722723
11,42.76255707762557,1586.9375721803403,182.07300981490624,1230.0810303863163,1287.4541216163207,1353.6016214086299,1464.1311932728354,1586.9375721803403,1709.7439510878453,1820.2735229520508,1886.4210227443598,1943.7941139743643
12,43.013698630136986,1590.5711689391085,181.87246258473778,1234.1076924934139,1291.4175892140065,1357.492229784186,1467.9000570827825,1590.5711689391085,1713.2422807954345,1823.6501080940309,1889.7247486642104,1947.034645384803
13,43.2648401826484,1594.1085930971208,181.6845201195246,1238.0134771144096,1295.2641512175828,1361.2705119027246,1471.5642465072076,1594.1085930971208,1716.652939687034,1826.946674291517,1892.9530349766585,1950.2037090798317
14,43.51598173515982,1597.5499542790258,181.50858534609372,1241.7996641158675,1298.9948993496726,1364.9373425689537,1475.1242738904948,1597.5499542790258,1719.9756346675567,1830.1625659890979,1896.1050092083788,1953.300244442184
15,43.76712328767123,1600.8953870655955,181.34407814530996,1245.4675250911707,1302.610922402111,1368.4935998162312,1478.5806650978266,1600.8953870655955,1723.2101090333645,1833.2971743149599,1899.17985172908,1956.32324904002
16,44.018264840182646,1604.1450509409028,181.19043547353155,1249.0183230696523,1306.1133059833476,1371.9401646980905,1481.9339593804414,1604.1450509409028,1726.3561425013643,1836.3499371837152,1902.1767958984578,1959.2717788121533
17,44.269406392694066,1607.2991302296678,181.0471114417165,1252.4533122988937,1309.5031323256728,1375.2779211242082,1485.1847092596222,1607.2991302296678,1729.4135511997133,1839.3203393351273,1905.0951281336625,1962.1449481604416
18,44.52054794520548,1610.3578340227887,180.91357735345537,1255.7737380957149,1312.7814801481918,1378.5077557371937,1488.3334804265771,1610.3578340227887,1732.3821876190002,1842.2079123083836,1907.9341878973855,1964.9419299498622
19,44.77168949771689,1613.321396098975,180.78932170504973,1258.980836767652,1315.9494245783271,1381.630557834122,1491.380851664017,1613.321396098975,1735.2619405339328,1845.0122343638277,1910.6933676196224,1967.661955430298
20,45.02283105022831,1616.1900748318585,180.67385014893412,1262.075835591761,1319.0080371190973,1384.6472193205213,1494.3274147779396,1616.1900748318585,1738.0527348857775,1847.7329303431957,1913.3721125446195,1970.304314071956
21,45.273972602739725,1618.9641530910746,180.5666854229217,1265.0599528543744,1321.9583856665763,1387.55863470213,1497.1737745464338,1618.9641530910746,1740.7545316357155,1850.3696714800194,1915.969920515573,1972.8683533277747
22,45.52511415525114,1621.6439381355726,180.46736724753615,1267.9343979456385,1324.8015345720794,1390.3657011097803,1499.9205486822375,1621.6439381355726,1743.3673275889078,1852.922175161365,1918.4863416990659,1975.3534783255068
23,45.77625570776256,1624.2297614952276,180.37545219310698,1270.7003715016117,1327.5385447423837,1393.0693183513363,1502.5683678039936,1624.2297614952276,1745.8911551864617,1855.390204639119,1920.9209782480716,1977.7591514888436
24,46.02739726027397,1626.721978844044,180.2905135189996,1273.3590655925732,1330.170473777374,1395.6703889909302,1505.1178754178907,1626.721978844044,1748.3260822701975,1857.773568697158,1923.273483910714,1980.084892095515
