,median_ages,right_amygdala_volume_average,right_amygdala_volume_variance,right_amygdala_volume_2_5,right_amygdala_volume_5,right_amygdala_volume_10,right_amygdala_volume_25,right_amygdala_volume_50,right_amygdala_volume_75,right_amygdala_volume_90,right_amygdala_volume_95,right_amygdala_volume_97_5
0,40.0,1417.5433947407844,170.37181075467865,1083.6207816807403,1137.3067038906613,1199.2031339434575,1302.6293546644072,1417.5433947407844,1532.4574348171616,1635.8836555381113,1697.7800855909074,1751.4660078008283
1,40.25114155251141,1423.357961666819,170.1231075729136,1089.9227978858748,1143.5303511472564,1205.336426821439,1308.6116693373833,1423.357961666819,1538.1042539962546,1641.3794965121988,1703.1855721863813,1756.793125447763
2,40.50228310502283,1429.0570866533633,169.88965019038346,1096.0794909341032,1149.6134793561941,1211.3347394820528,1314.4682589355518,1429.0570866533633,1543.6459143711747,1646.7794338246738,1708.5006939505324,1762.0346823726231
3,40.75342465753425,1434.6402841277836,169.67071702263962,1102.0917895323228,1155.556789845638,1217.198511100345,1320.1991245875934,1434.6402841277836,1549.0814436679739,1652.0820571552222,1713.7237784099293,1767.1887787232445
4,41.00456621004566,1440.1071025124459,169.46560713144072,1107.9606159166078,1161.3609839787623,1222.9281883871818,1325.8042874915332,1440.1071025124459,1554.4099175333586,1657.28601663771,1718.8532210461294,1772.253589108284
5,41.25570776255708,1445.4571243777734,169.27364047739425,1113.6868855100993,1167.0267628912518,1228.524225418535,1331.2837888973945,1445.4571243777734,1559.6304598581523,1662.3900233370118,1723.8874858642948,1777.2273632454476
6,41.50684931506849,1450.6899665924627,169.09415810358067,1119.2715067133229,1172.5548273394822,1233.9870835503727,1336.6376901335618,1450.6899665924627,1564.7422430513636,1667.3928496345527,1728.825105845443,1782.1084264716026
7,41.757990867579906,1455.8052804457848,168.92652225458573,1124.7153807931927,1177.9458776270308,1239.3172313884156,1341.8660726487965,1455.8052804457848,1569.744488242773,1672.293329503154,1733.6646832645388,1786.8951800983768
8,42.009132420091326,1460.8027517722585,168.77011643289518,1130.0194018971524,1183.2006136365885,1244.5151448405372,1346.9690380988714,1460.8027517722585,1574.6364654456456,1677.0903587039797,1738.4048899079285,1791.5861016473646
9,42.26027397260274,1465.6821010486128,168.62434539730415,1135.1844571532542,1188.3197349295392,1249.5813072157644,1351.9467084446073,1465.6821010486128,1579.4174936526183,1681.7828948814613,1743.0444671676864,1796.1797449439714
10,42.51141552511415,1470.4430834857026,168.4886351060683,1140.2114268734977,1193.3039409313828,1254.5162093890478,1356.7992260821318,1470.4430834857026,1584.0869408892734,1686.3699575823573,1747.582226040022,1800.6747400979075
11,42.76255707762557,1475.0854891031777,168.36243260863287,1145.1011848407052,1198.153931184495,1259.320350014687,1361.5267539905763,1475.0854891031777,1588.644224215779,1690.8506281916684,1752.0170470218602,1805.0697933656502
12,43.013698630136986,1479.6091427866838,168.24520588906663,1149.854598672587,1202.8704056628553,1263.994235784177,1366.1294758948789,1479.6091427866838,1593.0888096784888,1695.2240497891908,1756.3478799105123,1809.3636869007805
13,43.2648401826484,1484.0139043417328,168.13644366537062,1154.4725302689585,1207.454065156026,1268.5383817372756,1370.6075964550193,1484.0139043417328,1597.4202122284462,1699.48942694619,1760.5737435274395,1813.555278414507
14,43.51598173515982,1488.2996685193923,168.03565514722885,1158.955836312231,1211.9056116933061,1272.9533115981485,1374.961341455103,1488.2996685193923,1601.6379955836817,1703.646025440636,1764.6937253454785,1817.6435007265534
15,43.76712328767123,1492.466365038923,167.9423697563145,1163.3053688382377,1216.2257490264237,1277.2395581564479,1379.1909580146485,1492.466365038923,1605.7417720631975,1707.693171921398,1768.7069810514222,1821.627361239608
16,44.018264840182646,1496.5139585913691,167.85613681182778,1167.5219758561586,1220.4151831503716,1281.3976636739026,1383.29671480428,1496.5139585913691,1609.7312023784582,1711.6302535088357,1772.6127340323665,1825.5059413265794
17,44.269406392694066,1500.4424488279674,167.77652518493977,1171.606502014208,1224.4746228602041,1285.4281803155748,1387.2789022672107,1500.4424488279674,1613.605995388724,1715.45671734036,1776.4102747957306,1829.2783956417265
18,44.52054794520548,1504.2518703391365,167.70312292509462,1175.5597893110576,1228.404780344706,1289.331670607763,1391.1378328502867,1504.2518703391365,1617.3659078279863,1719.17207007051,1780.098960333567,1832.9439513672155
19,44.77168949771689,1507.942292612823,167.63553686096495,1179.382677836295,1232.2063718011075,1293.1087079077438,1394.8738412314847,1507.942292612823,1621.0107439941612,1722.775877317902,1783.6782134245384,1836.501907389351
20,45.02283105022831,1511.5138199841367,167.57339217913187,1183.0760065458321,1235.88011807773,1296.759876893351,1398.487284553724,1511.5138199841367,1624.5403554145494,1726.2677630749224,1787.1475218905432,1839.951633422441
21,45.273972602739725,1514.9665915667163,167.51633198310208,1186.640614057581,1239.4267453307039,1300.2857740594827,1401.9785426536698,1514.9665915667163,1627.9546404797627,1729.6474090739498,1790.5064378027287,1843.2925690758516
22,45.52511415525114,1518.300781173211,167.4640168358211,1190.0773394685923,1242.8469856969482,1303.687008224877,1405.3480182907856,1518.300781173211,1631.2535440556362,1732.9145541215448,1793.7545766494736,1846.5242228778295
23,45.77625570776256,1521.5165972184109,167.41612428712742,1193.3870231843596,1246.1415779745707,1306.9642010408334,1408.59613736919,1521.5165972184109,1634.4370570676317,1736.0689933959884,1796.8916164622508,1849.646171252462
24,46.02739726027397,1524.6142826095754,167.372348389668,1196.5705077579355,1249.3112683094446,1310.1179875019202,1411.7233491544966,1524.6142826095754,1637.5052160646542,1739.1105777172306,1799.9172969097062,1852.6580574612153
